Stn Number,agency,Latitude,Longitude,Elevation,First Date,First Yea,Last Date,Last Year,Number of Years,Stn Name
509223_76,76,-33.0135,116.0454,0,12:11_20/03/1974,1974,12:56_04/04/2000,2000,27,HARVEY RIVER - CLARKE HILL
509224_76,76,-32.9293,116.1079,0,15:45_02/04/1974,1974,12:06_04/04/2000,2000,27,HARVEY RIVER - MT KEATS
509225_76,76,-32.8505,116.1882,0,15:23_09/04/1981,1981,12:20_02/02/1999,1999,19,YARRAGIL BROOK - 4L SUB-CATCHMENT
509227_76,76,-33.0285,115.9874,0,14:28_20/03/1974,1974,13:06_05/04/2000,2000,27,FALLS BROOK - CLOVES
509228_76,76,-34.6988,117.217,0,13:30_23/04/1974,1974,11:06_11/12/2008,2008,35,DENMARK RIVER - KOMPUP
509229_76,76,-34.5771,117.2071,0,15:30_13/06/1974,1974,11:03_05/05/1999,1999,26,DENMARK RIVER - BOUNDARY ROAD
509232_76,76,-32.3749,116.1569,0,14:48_14/04/1981,1981,11:33_18/03/2009,2009,29,39 MILE BROOK - JACK ROCKS
509234_76,76,-32.755,116.2825,0,16:12_12/04/1984,1984,10:08_04/02/1999,1999,16,TRIB THIRTY FOUR MILE - GILMAN
509235_76,76,-32.7564,116.2542,0,15:14_02/05/1984,1984,14:09_20/04/1999,1999,16,SWAMP OAK BROOK TRIB - CHADOORA
509236_76,76,-32.842,116.2244,0,11:53_16/04/1984,1984,12:46_29/03/2000,2000,17,YARRAGIL BROOK TRIB - YARRAGIL 4X
509237_76,76,-33.3009,116.468,0,13:35_11/02/1974,1974,11:25_01/04/2009,2009,36,COLLIE RIVER - GODFREY
509240_76,76,-32.6432,115.8795,0,15:15_09/09/1974,1974,13:24_29/03/1985,1985,12,OAKLEY BROOK - PINJARRA SOUTH RLY BDG
509242_76,76,-32.6588,115.9809,0,15:15_18/06/1974,1974,11:25_04/02/1999,1999,26,OAKLEY BROOK - SCARP ROAD
509243_76,76,-33.1002,115.7444,0,14:31_20/05/1983,1983,12:37_24/05/2000,2000,18,HARVEY DIVERSION DRAIN - MYALUP
509244_76,76,-32.7978,115.8576,0,14:06_02/05/1983,1983,09:37_16/03/1999,1999,17,MAYFIELD SUB G DRAIN - MAYFIELD
509245_76,76,-32.4207,116.0004,0,11:30_15/03/1974,1974,11:37_28/05/2001,2001,28,DIRK BROOK - KENTISH FARM
509246_76,76,-33.2963,116.4098,0,14:34_31/05/1974,1974,11:54_24/03/1999,1999,26,POLLARD BROOK - LEMON CATCHMENT
509247_76,76,-33.4157,115.9846,0,12:23_05/04/1974,1974,11:40_17/03/1999,1999,26,SALMON BROOK - SALMON CATCHMENT
509248_76,76,-33.2788,116.4715,0,17:10_25/04/1974,1974,09:50_07/05/2009,2009,36,BINGHAM RIVER TRIB - DONS CATCHMENT
509249_76,76,-33.2921,116.4451,0,12:15_17/05/1974,1974,10:05_01/04/2009,2009,36,BINGHAM RIVER TRIB - ERNIES CATCHMENT
509254_76,76,-33.9016,115.6609,0,13:00_16/09/1974,1974,14:40_08/03/2000,2000,27,ST PAUL BROOK - CAMBRAY
509255_76,76,-33.8321,115.5793,0,14:40_04/03/1975,1975,11:21_15/03/2000,2000,26,ST PAUL BROOK - DIDO ROAD
509256_76,76,-32.0829,116.3065,0,12:02_26/03/1974,1974,13:30_28/02/1989,1989,16,DARKIN RIVER - PINE PLANTATION
509257_76,76,-33.9135,115.5552,0,14:30_17/09/1974,1974,14:35_27/04/1988,1988,15,ST PAUL BROOK - BORONIA PLUVIO
509258_76,76,-33.8627,115.4956,0,16:05_17/09/1974,1974,09:21_17/02/1999,1999,26,ST PAUL BROOK - HOPKINS PLUVIO
509259_76,76,-33.7925,115.5805,0,12:50_12/09/1974,1974,13:50_15/02/1999,1999,26,ST PAUL BROOK - LILYS ROAD-SMALL RURAL
509263_76,76,-32.6687,116.0437,0,17:00_22/05/1974,1974,08:13_24/02/2009,2009,36,SOUTH DANDALUP TRIB - DEL PARK
509265_76,76,-34.4526,115.7958,0,16:40_19/06/1974,1974,10:28_26/03/1999,1999,26,FLY BROOK - BOAT LANDING ROAD
509267_76,76,-33.1074,116.1257,0,11:55_02/04/1974,1974,12:24_06/04/2000,2000,27,TALLANALLA CREEK - TALLANALLA
509268_76,76,-35.0033,117.8629,0,13:55_07/09/1983,1983,13:45_04/01/1994,1994,12,ALBANY URBAN DRAIN - DUCK LAKE
509269_76,76,-32.2806,116.1077,0,14:21_10/06/1974,1974,10:25_25/02/2009,2009,36,SELDOM SEEN CREEK - GARDENS
509270_76,76,-32.2545,116.0794,0,15:35_25/06/1974,1974,08:45_25/02/2009,2009,36,MORE SELDOM SEEN CREEK - CERIANI FARM
509271_76,76,-32.2094,116.0786,0,10:55_25/06/1974,1974,09:03_10/02/2009,2009,36,WATERFALL GULLY - MT CURTIS
509273_76,76,-32.2832,116.1943,0,14:25_21/05/1974,1974,13:20_01/04/2009,2009,36,CANNING RIVER - EAGLE HILL
509277_76,76,-34.6913,116.5577,0,12:00_19/08/1974,1974,13:35_26/04/1988,1988,15,WELD RIVER - MT JOHNSON
509278_76,76,-34.8887,117.0874,0,11:35_16/07/1974,1974,09:58_17/12/2008,2008,35,KENT RIVER - STYX JUNCTION
509280_76,76,-31.9777,116.1884,0,11:10_11/11/1974,1974,09:45_23/01/2009,2009,36,PICKERING BROOK - SLAVERY LANE
509281_76,76,-30.9832,115.8178,0,14:55_14/11/1974,1974,10:36_16/09/2008,2008,35,MOORE RIVER - QUINNS FORD
509282_76,76,-34.2103,115.4927,0,12:10_13/11/1974,1974,11:25_13/11/2006,2006,33,SCOTT RIVER - CANE BREAK WELL
509283_76,76,-34.6674,116.7035,0,13:50_27/11/1974,1974,15:21_12/05/1999,1999,26,FRANKLAND RIVER - THOMSONS ROAD
509295_76,76,-32.3417,115.8615,0,14:50_09/06/1983,1983,09:15_26/09/2008,2008,26,SERPENTINE DRAIN - DOG HILL
509296_76,76,-34.3557,115.8973,0,14:15_19/12/1974,1974,13:30_11/06/2009,2009,36,CAREY BROOK - GIBLETT
509300_76,76,-34.7668,116.6158,0,16:05_15/05/1975,1975,10:23_07/01/2009,2009,35,DEEP RIVER - TEDS POOL
509301_76,76,-34.1436,116.323,0,14:20_12/05/1975,1975,14:18_15/10/1997,1997,23,YERRAMINNUP - NORTH
509302_76,76,-34.1503,116.3358,0,15:20_08/05/1975,1975,11:44_15/10/1997,1997,23,YERRAMINNUP - SOUTH
509304_76,76,-32.9582,116.4523,0,16:25_20/05/1975,1975,10:35_06/05/1998,1998,24,MOORADUNG BROOK TRIB - MT.SADDLEBACK
509305_76,76,-32.9435,116.4423,0,14:30_20/05/1975,1975,09:35_15/10/1992,1992,18,MOORADUNG BROOK TRIB - ONE WAY ROAD
509306_76,76,-32.9938,116.429,0,15:56_15/05/1975,1975,12:19_13/05/2009,2009,35,WILLIAMS RIVER - SADDLEBACK ROAD BRIDGE
509307_76,76,-32.8774,116.017,0,14:40_02/05/1975,1975,14:40_16/10/2007,2007,33,SAMSON BROOK - BELOW DAM
509308_76,76,-32.8635,116.3959,0,13:55_13/06/1975,1975,09:39_13/05/2009,2009,35,HOTHAM RIVER - MARRADONG RD BRIDGE
509309_76,76,-33.2763,116.2751,0,14:49_29/04/1975,1975,12:09_06/06/2002,2002,28,BINGHAM RIVER - PALMER
509310_76,76,-33.3627,115.749,0,15:45_28/05/1975,1975,13:00_12/12/2008,2008,34,VINDICTIVE DRAIN - HARRIS ROAD
509311_76,76,-32.9494,116.4783,0,13:52_03/06/1975,1975,12:31_01/04/1998,1998,24,MOORADUNG BROOK TRIB - TUNNEL ROAD
509312_76,76,-32.9399,116.4679,0,15:55_05/06/1975,1975,12:39_06/05/1998,1998,24,MOORADUNG BROOK TRIB - BEE FARM ROAD
509313_76,76,-32.9457,116.4598,0,13:14_30/06/1975,1975,06:19_10/10/1992,1992,18,MOORADUNG BROOK TRIB - TUNNEL ROAD CLIMATE
509314_76,76,-34.1574,115.3193,0,14:30_23/07/1975,1975,10:56_27/05/1999,1999,25,SCOTT RIVER - MAS ROAD
509316_76,76,-34.5069,116.4487,0,15:40_06/11/1975,1975,13:42_29/01/1999,1999,25,SHANNON RIVER - GOBBLECANNUP
509317_76,76,-34.345,115.855,0,12:28_08/12/1975,1975,15:38_07/04/1988,1988,14,DONNELLY RIVER - TIGER ROAD
509318_76,76,-34.3222,115.9281,0,12:30_25/11/1975,1975,11:19_21/04/1999,1999,25,CAREY BROOK - THORN HILL ROAD
509319_76,76,-34.7111,116.3348,0,14:41_11/11/1975,1975,10:09_12/05/1999,1999,25,SHANNON RIVER TRIB - OSULLIVAN
509321_76,76,-33.3146,116.5737,0,15:08_05/02/1976,1976,09:57_03/06/2009,2009,34,BATALLING CREEK - MAXON FARM
509322_76,76,-32.483,116.3159,0,15:10_19/01/1976,1976,12:45_25/05/1999,1999,24,SERPENTINE RIVER - WINDSOR
509324_76,76,-32.3602,116.212,0,15:15_07/04/1976,1976,12:48_18/03/2009,2009,34,39 MILE BROOK - HEROLD ROAD
509326_76,76,-34.4844,116.328,0,14:05_17/05/1976,1976,09:00_25/02/2000,2000,25,SIX MILE BROOK TRIB - MARCH ROAD CATCH.E
509327_76,76,-34.5006,116.3527,0,14:58_06/05/1976,1976,11:50_16/02/1999,1999,24,QUININUP BROOK TRIB - APRIL RD NORTH CATCH.F
509328_76,76,-34.5121,116.3455,0,14:30_07/05/1976,1976,15:22_03/03/1988,1988,13,QUININUP BROOK TRIB - APRIL ROAD SOUTH
509329_76,76,-32.8113,116.1595,0,12:42_27/05/1976,1976,10:25_25/10/2006,2006,31,YARRAGIL BROOK - YARRAGIL FORMATION
509330_76,76,-32.9968,115.924,0,11:00_01/06/1976,1976,10:30_07/03/2002,2002,27,CLARKE BROOK - HILLVIEW FARM
509332_76,76,-32.6877,115.934,0,11:50_27/05/1976,1976,11:54_05/04/2000,2000,25,MARRINUP BROOK - MEELON SIDING
509334_76,76,-34.2074,115.8578,0,16:00_30/04/1976,1976,11:37_14/10/1997,1997,22,EASTER BROOK TRIB - LEWIN NORTH CATCH C
509335_76,76,-34.2091,115.8542,0,15:46_03/05/1976,1976,14:52_10/03/1988,1988,13,EASTER BROOK TRIB - LEWIN SOUTH CATCH D
509336_76,76,-33.7993,115.6279,0,16:30_23/04/1976,1976,12:55_15/03/2000,2000,25,APOSTLE CREEK - MILLBROOK
509337_76,76,-33.2141,116.5722,0,16:35_17/06/1976,1976,11:20_03/02/1999,1999,24,COOLAKIN BROOK - QUARTZ ROAD
509339_76,76,-32.6391,115.9662,0,12:02_12/07/1976,1976,12:15_04/02/1999,1999,24,BARRITT BROOK - RADIO MAST
509340_76,76,-34.473,117.8385,0,13:46_21/07/1976,1976,09:46_28/05/1999,1999,24,KALGAN RIVER - GERIBERIWELUP SWAMP
509342_76,76,-34.89,118.0062,0,12:30_02/12/1976,1976,13:33_25/03/1999,1999,24,CHELGIUP CREEK - ANDERSON FARM
509345_76,76,-32.5933,116.0286,0,14:45_24/03/1977,1977,08:33_09/02/2009,2009,33,LITTLE DANDALUP TRIB - WARREN CATCHMENT
509346_76,76,-32.5936,116.0341,0,11:30_17/05/1977,1977,09:15_09/02/2009,2009,33,LITTLE DANDALUP TRIB - BENNETTS CATCHMENT
509347_76,76,-32.591,116.0484,0,10:40_25/05/1977,1977,10:23_09/02/2009,2009,33,LITTLE DANDALUP TRIB - HANSENS CATCHMENT
509348_76,76,-32.5828,116.0892,0,16:00_16/06/1977,1977,11:32_20/04/1999,1999,23,LITTLE DANDALUP TRIB - HIGGENS CATCHMENT
509349_76,76,-32.5673,116.0629,0,16:34_26/05/1977,1977,13:45_24/02/2009,2009,33,NORTH DANDALUP TRIB - LEWIS CATCHMENT
509350_76,76,-32.5472,116.0951,0,14:30_01/08/1977,1977,11:19_19/04/1999,1999,23,NORTH DANDALUP TRIB - JONES CATCHMENT
509353_76,76,-34.8591,118.0796,0,12:55_06/04/1977,1977,10:52_11/12/1998,1998,22,CHELGIUP CREEK - CIPRIANS FARM
509354_76,76,-33.745,115.6952,0,15:45_04/05/1977,1977,11:23_15/03/1999,1999,23,LUDLOW RIVER - CLAYMORE
509355_76,76,-33.8066,115.4436,0,15:10_05/05/1977,1977,08:17_26/02/2009,2009,33,MARGARET RIVER NORTH - WHICHER RANGE
509356_76,76,-33.4585,116.016,0,16:35_11/05/1977,1977,12:07_11/03/1999,1999,23,BUSSELL BROOK - DUCES  FARM
509357_76,76,-33.1549,116.0675,0,11:24_06/05/1977,1977,10:21_07/04/2000,2000,24,HARVEY RIVER - DENHAM
509358_76,76,-33.1254,115.9767,0,09:43_06/05/1977,1977,09:32_07/04/2000,2000,24,HARVEY RIVER - SUNNYVALE
509360_76,76,-32.8399,116.0462,0,12:32_10/05/1977,1977,10:53_05/04/2000,2000,24,DRAKES BROOK - ORION
509361_76,76,-34.9435,117.7049,0,12:00_22/03/1977,1977,11:22_04/05/1999,1999,23,MARBELLUP BROOK - NORTH MARBELLUP ROAD
509363_76,76,-33.812,116.0058,0,12:05_17/03/1978,1978,10:50_15/02/1999,1999,22,BALINGUP BROOK TRIB - PADBURY ROAD
509364_76,76,-33.8166,116.0155,0,10:46_10/03/1978,1978,10:17_15/02/1999,1999,22,BALINGUP BROOK TRIB - KINGSCOTE
509366_76,76,-32.9085,115.8195,0,15:20_21/12/1977,1977,13:00_16/10/2007,2007,31,HARVEY R MAIN DRAIN - BRISTOL ROAD
509368_76,76,-32.8941,115.9651,0,13:35_17/03/1980,1980,11:46_08/01/2002,2002,23,MCKNOES BROOK - URQUHARTS
509369_76,76,-32.893,115.8518,0,13:10_17/03/1978,1978,13:55_23/03/1999,1999,22,SAMSON NORTH DRAIN - SOMERS ROAD
509370_76,76,-33.2196,115.923,0,14:22_06/05/1980,1980,12:14_23/04/2009,2009,30,BRUNSWICK RIVER - SANDALWOOD
509373_76,76,-32.9013,115.929,0,13:10_14/12/1977,1977,09:35_11/04/1990,1990,14,YALUP BROOK - SPRINGTON NORTH
509374_76,76,-33.1873,116.4935,0,11:34_04/05/1979,1979,10:08_03/02/1999,1999,21,BINGHAM RIVER - STENWOOD TRANSECT
509375_76,76,-34.2503,116.679,0,15:15_21/04/1978,1978,10:29_06/05/2009,2009,32,TONE RIVER - BULLILUP
509376_76,76,-33.6606,116.3808,0,13:03_17/02/1978,1978,11:07_01/02/1999,1999,22,COLLIE SOUTH CATCH. - ARGO FARM
509382_76,76,-34.6549,116.2191,0,12:58_10/08/1978,1978,11:23_11/05/1999,1999,22,GARDNER RIVER CATCHMENT - DAUBNEY
509383_76,76,-33.9918,116.8001,0,13:36_31/08/1978,1978,11:54_09/06/2009,2009,32,TONE RIVER CATCHMENT - METTABINUP
509385_76,76,-34.6227,117.0353,0,11:30_27/08/1979,1979,09:46_05/11/2008,2008,30,KENT RIVER - ROCKY GLEN
509387_76,76,-32.4259,115.9119,0,14:00_04/04/1979,1979,13:39_25/05/1999,1999,21,DIRK BROOK - HOPELANDS ROAD
509388_76,76,-31.6636,116.1156,0,12:45_10/04/1979,1979,08:51_29/01/2009,2009,31,BROCKMAN RIVER - YALLIAWIRRA NORTH
509389_76,76,-33.0751,115.9103,0,12:58_14/06/1979,1979,13:00_09/07/1992,1992,14,HARVEY RIVER - AREA OFFICE
509390_76,76,-34.275,115.9983,0,12:02_30/05/1979,1979,13:22_21/04/1999,1999,21,FOUR MILE BROOK - TWIN CULVERT ROAD
509394_76,76,-34.4446,116.6842,0,12:02_31/01/1980,1980,10:08_09/06/2009,2009,30,DEEP RIVER - LAKE MUIR
509395_76,76,-32.2682,116.227,0,10:27_21/12/1979,1979,15:11_25/05/1999,1999,21,CANNING RIVER - SCENIC DRIVE CLIMAT
509405_76,76,-32.4534,116.2418,0,13:50_07/05/1982,1982,13:51_25/05/1999,1999,18,SERPENTINE RIVER - RIVER ROAD
509406_76,76,-32.1706,116.1614,0,14:45_21/05/1982,1982,14:09_07/04/1999,1999,18,CANNING RIVER EAST BR. - ROCKY VALLEY
509407_76,76,-33.5031,116.5649,0,13:10_23/12/1982,1982,10:07_01/02/1999,1999,18,MAIRDEBING CREEK - MARDI
509408_76,76,-33.4557,116.4258,0,11:05_11/06/1982,1982,12:32_02/06/2009,2009,28,CAMBALLIN CREEK - JAMES WELL
509409_76,76,-33.517,116.5363,0,14:35_19/05/1982,1982,12:39_25/03/1999,1999,18,MAIRDEBING CREEK - MARINGEE
509410_76,76,-32.1988,116.2897,0,11:43_03/09/1982,1982,09:19_14/10/2008,2008,27,EAST ARM CANNING RIVER - OMEO ROAD
509411_76,76,-31.8166,116.1124,0,12:05_07/10/1981,1981,09:54_20/06/2001,2001,21,SUSANNAH BROOK - GILMOURS FARM
509412_76,76,-34.6889,116.5237,0,09:14_17/12/1982,1982,11:40_20/05/2009,2009,28,WELD RIVER - WATTLE BLOCK
509413_76,76,-34.6299,116.5506,0,10:56_01/03/1983,1983,10:35_20/05/2009,2009,27,WELD RIVER - MATTABAND
509414_76,76,-33.8691,116.1711,0,10:53_06/05/1983,1983,15:18_29/01/1999,1999,17,HESTER BROOK - LONS VALLEY
509415_76,76,-31.5543,115.8098,0,13:48_24/08/1983,1983,10:52_14/04/1999,1999,17,LAKE PINJAR - SITE 3 CSIRO
509418_76,76,-34.9108,117.4783,0,10:37_11/05/1984,1984,09:30_04/12/2008,2008,25,HAY  RIVER - SUNNY GLEN
509422_76,76,-32.3788,116.3554,0,14:34_14/10/1986,1986,08:31_26/11/2008,2008,23,CANNING RIVER - MILLARS ROAD
509423_76,76,-32.3961,116.4622,0,12:56_08/09/1986,1986,10:29_14/10/2008,2008,23,DALE RIVER - METRO ROAD
509424_76,76,-32.5399,116.4786,0,10:32_11/11/1986,1986,11:40_25/05/1999,1999,14,BANNISTER RIVER - CULFORD
509425_76,76,-32.2804,116.429,0,14:32_11/11/1986,1986,15:37_03/06/1999,1999,14,BERAKING BROOK - WATERSHED ROAD
509426_76,76,-34.9211,117.3715,0,10:53_15/03/1985,1985,12:27_29/04/1999,1999,15,QUICKUP RIVER - MOUNT LEAY
509432_76,76,-33.2053,116.0329,0,14:19_20/09/1984,1984,13:00_08/02/1999,1999,16,BRUNSWICK RIVER - STH TERMINAL POWERLINE
509433_76,76,-32.8238,116.2389,0,15:19_02/07/1985,1985,10:02_17/03/2000,2000,16,YARRAGIL BROOK TRIB - YARRAGIL NORTH
509439_76,76,-34.9583,117.5032,0,11:46_12/04/1985,1985,11:44_01/12/2008,2008,24,SLEEMAN RIVER - SLEEMAN ROAD BRIDGE
509444_76,76,-32.9556,115.7579,0,13:23_16/12/1985,1985,14:15_23/04/2009,2009,25,HARVEY RIVER - KARINGA
509449_76,76,-32.6696,116.0392,0,17:04_28/05/1986,1986,09:58_11/01/1995,1995,10,SOUTH DANDALUP TRIB - REHABILITATED MINE PIT
509453_76,76,-34.8276,117.3929,0,14:56_13/06/1986,1986,09:45_06/11/2008,2008,23,MITCHELL RIVER - BEIGPIEGUP
509455_76,76,-34.2615,115.9693,0,13:04_15/05/1987,1987,11:00_12/04/1999,1999,13,RECORD BROOK - LINDSAY
509456_76,76,-34.2576,116.0272,0,15:02_28/05/1987,1987,13:09_12/04/1999,1999,13,SCABBY GULLY - SOLAI
509498_76,76,-34.6311,117.3838,0,13:48_13/06/1988,1988,09:30_11/12/2008,2008,21,UPPER HAY TRIB - PARDELUP PRISON EAST
509499_76,76,-34.6966,117.3602,0,10:32_10/06/1988,1988,14:47_15/07/1999,1999,12,UPPER HAY TRIB - BARRAMA WEST
509500_76,76,-34.6346,117.4101,0,14:49_10/06/1988,1988,12:06_19/07/1999,1999,12,UPPER HAY TRIB - WILLMAY SOUTH
509541_76,76,-33.2719,115.9868,0,11:19_09/08/1988,1988,10:50_23/04/2009,2009,22,BRUNSWICK RIVER CATCH - FERNBROOK
509542_76,76,-33.8101,115.7941,0,14:12_30/08/1988,1988,09:53_29/01/1999,1999,12,ST JOHN BROOK - CUNDINUP
509543_76,76,-33.7232,116.0679,0,12:53_16/03/1989,1989,13:51_29/01/1999,1999,11,BALINGUP BROOK - MUNRO
509544_76,76,-34.2335,116.2142,0,11:23_28/10/1988,1988,15:24_27/01/1999,1999,12,WILGARUP RIVER - DINGUP
509545_76,76,-34.1553,116.1079,0,14:56_01/11/1988,1988,13:28_27/01/1999,1999,12,DONNELLY RIVER - ALCO
509546_76,76,-34.5283,116.9361,0,15:34_07/11/1988,1988,11:50_14/07/1999,1999,12,FRANKLAND RIVER - GEVALWIN
509548_76,76,-32.635,116.1379,0,14:24_28/12/1988,1988,12:55_15/05/2008,2008,21,SOUTH DANDALUP TRIB - SCOTT CATCHMENT
509549_76,76,-31.8809,116.145,0,11:04_17/11/1988,1988,11:08_04/06/1999,1999,12,JANE BROOK - RILEY ROAD
509550_76,76,-34.9061,116.7974,0,14:56_02/11/1988,1988,11:05_13/05/1999,1999,12,FRANKLAND RIVER - DINGO FLAT ROAD
509553_76,76,-32.8975,115.7943,0,15:01_09/06/1989,1989,10:05_24/01/2005,2005,17,HARVEY RIVER TRIB - CARATTI EAST
509568_76,76,-32.6275,116.2409,0,14:10_30/01/1992,1992,09:05_06/02/2009,2009,18,SOUTH DANDALUP TRIB - GORDON
509569_76,76,-32.5922,116.2435,0,12:37_31/03/1992,1992,09:12_05/02/2009,2009,18,BIG BROOK TRIB - CAMERON WEST
509576_76,76,-32.3218,116.2005,0,15:09_03/04/1992,1992,12:35_01/04/2009,2009,18,WUNGONG BROOK - COBIAC
509577_76,76,-32.5947,116.2598,0,22:35_09/04/1992,1992,10:40_05/02/2009,2009,18,BIG BROOK TRIB - CAMERON CENTRAL
509579_76,76,-32.5738,116.0277,0,11:54_30/04/1992,1992,12:38_24/02/2009,2009,18,LITTLE DANDALUP TRIB - BATES CATCHMENT
509589_76,76,-32.5483,116.2175,0,15:49_10/05/1995,1995,11:20_06/02/2009,2009,15,BIG BROOK - JAYRUP
510008_76,76,-31.9213,116.3504,0,12:00_23/04/1970,1970,15:22_11/05/1999,1999,30,HELENA RIVER - YETA SPRINGS
510009_76,76,-31.9488,116.4348,0,12:55_20/05/1974,1974,14:15_11/05/1999,1999,26,HELENA RIVER - WEST TALBOT ROAD
510010_76,76,-32.1146,116.4412,0,14:07_23/04/1970,1970,13:12_08/04/1999,1999,30,DARKIN RIVER - MACKAYS ROAD
510012_76,76,-32.0038,116.5306,0,14:35_29/05/1974,1974,11:48_08/04/1999,1999,26,HELENA RIVER - KENT ROAD
510013_76,76,-32.2629,116.4865,0,14:00_09/05/1974,1974,13:20_03/06/1999,1999,26,DARKIN RIVER - 47 MILE PEG
510017_76,76,-31.9368,116.4045,0,10:40_25/05/1972,1972,11:02_01/04/2009,2009,38,HELENA RIVER - NGANGAGURINGURING
510018_76,76,-32.3975,116.8304,0,11:00_21/06/1972,1972,08:52_13/02/2009,2009,38,DALE RIVER - JELCOBINE
510019_76,76,-32.3102,117.7529,0,16:15_08/10/1970,1970,12:20_21/04/1998,1998,29,KUNJIN - SOUTH
510020_76,76,-32.3046,117.7526,0,15:00_08/10/1970,1970,07:11_14/10/1998,1998,29,KUNJIN - NORTH
510021_76,76,-33.1007,118.4909,0,18:00_18/02/1972,1972,16:46_02/10/1986,1986,15,LAKE GRACE - ROADED CATCHMENT
510022_76,76,-32.9843,119.1654,0,13:15_02/05/1972,1972,09:31_18/12/1998,1998,27,NEWDEGATE - HOLLANDS FARM
510023_76,76,-31.1606,118.1532,0,14:00_03/05/1972,1972,13:44_07/05/1998,1998,27,NUNGARIN - HOMESTEAD
510024_76,76,-31.1828,118.154,0,12:45_03/05/1972,1972,14:11_26/05/1999,1999,28,NUNGARIN - JOLLYS FARM
510025_76,76,-33.0254,119.2143,0,16:00_02/05/1972,1972,07:49_18/12/1998,1998,27,NEWDEGATE - WHEELOCKS FARM
510026_76,76,-34.3356,118.6641,0,15:30_30/04/1973,1973,10:11_23/09/2008,2008,36,PALLINUP RIVER - BULL CROSSING
510027_76,76,-33.6827,119.0718,0,12:35_18/06/1974,1974,10:54_01/07/1999,1999,26,FITZGERALD RIVER - UPPER CATCHMENT
510028_76,76,-31.7226,116.828,0,12:00_30/04/1975,1975,12:53_04/03/2009,2009,35,MORTLOCK RIVER SOUTH - ODRISCOLLS FARM
510031_76,76,-31.6032,117.7301,0,14:15_17/07/1974,1974,15:26_08/10/2008,2008,35,MOORANOPPIN CREEK - MOORANOPPIN ROCK
510032_76,76,-33.1188,118.8109,0,13:30_12/09/1973,1973,15:36_02/10/1986,1986,14,NEWDEGATE - ROADED CATCHMENT
510036_76,76,-31.5657,117.6704,0,16:00_02/10/1974,1974,12:37_21/05/1999,1999,26,MOORANOPPIN CREEK - JELJELABIN
510037_76,76,-31.565,117.7359,0,14:30_01/10/1974,1974,11:42_21/05/1999,1999,26,MOORANOPPIN CREEK - BRUCE ROCK
510038_76,76,-31.5226,117.724,0,13:00_02/10/1974,1974,15:27_21/05/1999,1999,26,MOORANOPPIN CREEK - WOOLERING HEIGHTS
510039_76,76,-33.9352,117.2542,0,11:10_16/12/1974,1974,14:39_29/04/1999,1999,26,WEENUP CREEK - COOK ROAD
510040_76,76,-33.9072,117.1424,0,10:05_17/04/1975,1975,13:20_10/06/2009,2009,35,BALGARUP RIVER - MANDELUP POOL
510041_76,76,-33.9461,117.2109,0,13:05_09/04/1975,1975,11:35_29/04/1999,1999,25,WEENUP CREEK - BALGARUP
510042_76,76,-31.5564,116.6555,0,15:55_19/06/1975,1975,09:09_14/11/2008,2008,34,MORTLOCK RIVER NORTH - FRENCHES
510044_76,76,-33.1313,119.4826,0,15:15_25/08/1976,1976,15:07_01/07/1999,1999,24,LAKE KING CREEK - GARDNER
510046_76,76,-33.1639,119.424,0,13:05_29/07/1976,1976,08:40_14/10/2008,2008,33,LAKE KING CREEK - OTOOLE
510047_76,76,-32.9901,119.7819,0,12:10_17/08/1976,1976,17:11_13/10/2008,2008,33,LAKE ACE CREEK - SPENCERS FARM
510048_76,76,-32.955,119.9186,0,14:10_19/01/1977,1977,13:21_13/10/2008,2008,32,LAKE ACE CREEK - HATTERS HILL
510051_76,76,-32.5354,116.859,0,12:35_15/04/1977,1977,13:20_23/01/2001,2001,25,DALE RIVER - DATTENING
510052_76,76,-31.5779,117.6805,0,11:30_12/05/1977,1977,13:09_21/05/1999,1999,23,MOORANOPPIN CREEK - MCLELLANS FARM
510055_76,76,-32.792,117.2151,0,15:42_16/06/1982,1982,15:27_03/05/1995,1995,14,HOTHAM RIVER TRIB. - FALLS FARM
510061_76,76,-33.4931,116.9644,0,11:21_19/05/2000,2000,11:35_22/04/2009,2009,10,BEAUFORT RIVER - MANYWATERS
510062_76,76,-33.1547,117.7242,0,11:01_24/03/2000,2000,07:45_26/03/2009,2009,10,DORADINE CATCHMENT - TEMBY ROAD
510063_76,76,-33.0722,117.7224,0,12:16_24/03/2000,2000,15:25_25/03/2009,2009,10,DONGOLOCKING CATCHMENT - DWELYERDINE ROAD
510064_76,76,-32.9697,117.8611,0,14:09_24/03/2000,2000,14:35_25/03/2009,2009,10,FENCE ROAD CATCHMENT - BLACK ROAD
510065_76,76,-33.2707,118.1839,0,11:29_24/03/2000,2000,12:20_25/03/2009,2009,10,MERRILUP CATCHMENT - LEO ROAD
510066_76,76,-33.3386,118.205,0,09:26_24/03/2000,2000,11:10_25/03/2009,2009,10,MERRILUP CATCHMENT - DUALLING ROAD
510067_76,76,-33.1417,117.8888,0,09:53_14/07/2000,2000,13:03_25/03/2009,2009,10,DONGOLOCKING CREEK - COOKS FARM
510218_76,76,-33.8802,119.3232,0,12:00_08/05/1974,1974,12:00_13/04/1987,1987,14,FITZGERALD RIVER - JACUP
